Lastname,Firstname,Gender,Age,City,Province,Country,Your Height,Your Body Weight,Your Shoe Size,How often do you  brush your teeth in a day?,What is the number of times you floss in a week?,How many languages do you speak fluently?,How many musical instruments do you play?,What is the number of years you've been in school?,How much TV do you watch in a day?,How much time do you spend on the internet everyday?,How many apps have you downloaded on your phone?,How much time do you spend on exercising every week?,How many cell phones do you own in a year?,How many game consoles do you own?,How much do you pay for your monthly cellphone bill?,What is your monthly internet bill?,What is your monthly rent?,What is your monthly transportation spending?,How many kids do you have?,Are you vegetarian?,How much money do you spend for lunch?,What's favorite subject in highschool?,How many pets do you currently own?,How many cars do you own?,What kind of phone do you have?,What is your favorite sport?,Coca-Cola or Pepsi?,How many times do you dine at a restaurant every week?
Barnett,Rachel,F,24,Minneapolis,MN,US,174,76,6.5,2,0,,,15,1.5,2.33,24,60,4,0,49,62,1380,360,0,No,0,,,1,,,,0
Radzihovsky,Peter,M,24,Minneapolis,MN,US,175,,9,2,0,3,,14,,1.83,30,,6,,83,84,,360,0,No,8.4,Geography,2,,,Football,Coca Cola,
Roman,Alexis,F,21,Minneapolis,MN,US,159,,,2,1,2,1,15,1.67,,,0,3,1,76,80,,360,0,Somewhat,0,,0,0,iOS,Football,Pepsi,5
Finley,Joel,M,22,Minneapolis,MN,US,180,,10,,,1,,,1.5,3.17,51,,3,0,72,57,1380,360,,,10.6,English,0,0,,Football,I Don't Care,3
Slowman,Austin,M,25,Minneapolis,MN,US,,,9.5,2,3,,1,14,2.17,,30,70,,,,84,1380,360,,No,11.4,Math,,,iOS,Football,Pepsi,6
Malone,Cora,F,24,Minneapolis,MN,US,168,,6.5,2,2,1,0,18,2,,42,0,7,0,77,76,1380,360,0,,,PhysEd,0,0,iOS,Basketball,I Don't Care,1
Smith,Nicholas,M,26,Minneapolis,MN,US,,89,11,,0,1,0,20,,2,38,40,5,1,,60,1380,,,No,0,Music,3,0,Android,Baseball,I Don't Care,2
Kim,Jaymin,M,27,Minneapolis,MN,US,174,73,10,,0,1,0,15,1.83,,52,0,2,0,,,1380,,0,No,0,Languages,0,1,Android,Basketball,I Don't Care,1
Barnes,Jessica,F,24,Minneapolis,MN,US,177,63,8,,0,1,0,13,1.83,2.5,22,,,1,,78,1380,360,1,No,9.1,English,1,,,Football,I Don't Care,1
Baker,Sierra,F,24,Minneapolis,MN,US,163,79,9,3,,1,1,17,,2.33,20,40,5,0,66,,,360,,No,9.1,Languages,1,0,,,,1
Wilson,Cody,M,26,Minneapolis,MN,US,183,71,,2,0,1,1,,0.67,,19,0,,0,51,69,1380,360,1,No,8.3,Chemistry,0,1,,,,2
Bryant,Thien,M,28,Jackson,MS,US,,,8,2,,2,,,1.5,,,70,1,2,,85,840,280,0,No,10.5,Chemistry,,,,,I Don't Care,
Kaneko,Jayln,M,20,Jackson,MS,US,,75,9,,,1,0,,0.83,2.83,49,90,3,1,60,53,890,280,0,,0,,2,0,Android,Soccer,,2
Knoefler,yeli,F,23,Jackson,MS,US,169,61,,,1,1,0,14,2,2.83,38,70,7,0,52,,840,,,No,,Chemistry,0,0,,,Coca Cola,
Moua,Markese,M,29,Jackson,MS,US,186,67,,2,1,,,15,1.17,3.17,44,100,2,1,52,,480,,1,No,10.1,,0,0,,Football,I Don't Care,2
Laner,Steven,M,25,Jackson,MS,US,180,91,10.5,3,0,2,0,15,1.17,2.83,47,90,3,0,47,47,,280,,,8.3,Music,,,iOS,Football,,0
Singh,Colin,M,24,Jackson,MS,US,176,85,12.5,3,0,1,3,15,2,3,36,90,,0,50,47,840,280,1,No,,Music,,1,Android,Football,Pepsi,1
Hailesilasie,Cody,M,24,Jackson,MS,US,168,70,,2,0,1,1,16,2.17,3,33,0,2,0,,,840,,0,No,,Math,1,1,Android,Football,Pepsi,2
Bell,Cesar,M,22,Jackson,MS,US,171,63,,2,0,2,0,16,1.83,,46,90,4,,53,,840,280,0,No,10.7,Math,1,1,Android,,Pepsi,1
Giang,Jae,M,22,Jackson,MS,US,180,92,10,,,2,0,16,,1.83,15,,2,0,52,55,840,280,,No,7.6,Languages,0,,Android,Baseball,,0
George,Megan,F,22,Jackson,MS,US,165,,9,4,0,1,0,,1.67,2.83,45,0,,1,,50,840,280,0,No,10.4,Languages,3,0,Android,Football,I Don't Care,1
Keeler,Marilyn,F,23,Jackson,MS,US,168,61,,,1,2,0,16,2.17,2.33,,60,8,0,,,,,0,Somewhat,9.7,Chemistry,,0,,,Coca Cola,
Strong,Cody,M,23,Jackson,MS,US,176,,10.5,2,1,1,0,14,2.17,2.67,42,0,5,0,,55,840,280,0,No,0,Chemistry,0,0,Android,Basketball,Pepsi,5
Battumur,Johthan,M,19,Jackson,MS,US,184,,,2,0,2,0,13,1.17,2.5,,50,4,0,25,50,840,,0,No,0,History,,0,,Baseball,Coca Cola,2
Buck,Emily,F,22,Jackson,MS,US,,71,6,,0,1,0,16,,,29,100,3,2,53,,950,,0,,9.7,,1,0,,Baseball,Coca Cola,3
Elie,Roberto,M,29,Jackson,MS,US,177,71,,2,,1,0,16,1.67,2,,60,4,,60,45,,100,,No,11,,,1,,Baseball,Coca Cola,
Roland,Victor,M,24,Jackson,MS,US,169,,7,2,,1,1,18,1.83,,,60,,0,,,840,280,,No,6.9,,,1,,Football,Pepsi,3
Villalobos,Erin,F,21,Jackson,MS,US,169,68,,2,1,2,1,15,1.5,2.83,36,,3,0,51,43,840,280,,No,,Chemistry,1,0,,,,3
Astorga,Lois,F,25,Jackson,MS,US,175,67,8.5,2,0,1,,20,1,2.83,42,60,,0,58,62,840,280,1,,0,Computer Science and Technology,0,,,Football,,
Delgado,Eray,F,25,Jackson,MS,US,163,,7.5,2,0,,,17,2.33,,14,110,7,0,44,47,,280,,No,5.6,Geography,0,,,Basketball,I Don't Care,1
Melendez,Decia,F,32,Jackson,MS,US,156,,8,2,1,3,2,15,1.17,2.5,48,0,,1,41,46,540,180,2,No,,Visual Arts,0,1,,Football,Coca Cola,3
Sanchez,Tiara,F,24,Jackson,MS,US,167,56,9.5,,1,3,0,,2.17,,36,120,,,63,59,840,,1,No,8.3,Biology,0,0,Android,Baseball,I Don't Care,1
Martinez,Ali,F,22,Jackson,MS,US,,61,8,2,,3,0,,,2,,,3,1,,53,,280,,No,7.5,Languages,0,1,Android,Basketball,Pepsi,0
Klutse,Brenn,M,24,Jackson,MS,US,169,73,10.5,3,,,2,19,,2.83,,,6,2,32,42,840,280,1,No,,Chemistry,0,1,iOS,,Pepsi,
Abeyta,Daniel,M,23,Jackson,MS,US,,88,10,2,,2,,13,1.17,2.33,29,,7,0,53,52,840,280,,No,9.3,Physics,2,0,,,,0
Yan,Paul,M,23,Jackson,MS,US,178,,8,,,1,0,,1.5,2.17,50,0,,2,,55,840,280,0,Somewhat,,Physics,0,0,Android,Football,Coca Cola,2
Gattmann,Minerva,F,32,Jackson,MS,US,163,,7.5,,2,,,,0.5,2.5,,0,3,0,49,53,,70,2,,8.9,Languages,0,1,,Basketball,Pepsi,1
Baldino,Darrien,M,26,Jackson,MS,US,183,88,13.5,,0,2,,16,1.67,,24,0,,0,,54,,280,1,,8.1,English,1,0,Android,Football,I Don't Care,4
Turner,Evan,M,25,Jackson,MS,US,174,79,10,2,0,1,0,15,,2.17,40,,5,,31,46,840,280,1,No,,,0,0,,Football,,3
Solis,Jamey,F,20,Jackson,MS,US,172,,6,3,0,1,0,,2.5,2,,,3,0,52,48,,280,0,No,0,Geography,1,,,,,4
Bracchi,Cheryl,F,22,Jackson,MS,US,165,70,10,2,0,3,1,,1.67,0.83,,,2,1,52,,840,280,0,No,10.9,History,0,,Android,Soccer,I Don't Care,1
Sands,Christian,M,21,Jackson,MS,US,179,80,11.5,,1,2,0,,2,2,38,,,,25,47,840,280,0,No,0,Visual Arts,1,,,,Pepsi,2
Tampubolon,Jovonni,M,23,Jackson,MS,US,178,,,2,0,,0,13,2,2.5,40,0,6,1,60,,840,,0,No,,,0,0,Android,Basketball,I Don't Care,
Davidson,Katelyn,F,23,Jackson,MS,US,174,68,,3,2,,1,,1.83,2.33,,60,2,1,45,51,840,280,0,No,14.3,History,1,,,Football,I Don't Care,
Roy,Darrin,M,22,Jackson,MS,US,168,84,8,2,0,1,0,16,,2.17,36,90,4,0,53,74,,280,0,,10,,,1,iOS,Baseball,Pepsi,1
Burgdorff,Daniel,M,25,Jackson,MS,US,169,,8,2,0,,0,,1.33,2,51,,3,5,55,55,850,280,0,No,0,,,0,,Football,I Don't Care,4
Martinez,Nishika,F,22,Jackson,MS,US,168,54,,,0,1,,16,1.67,2.83,34,,,,64,53,,,0,Somewhat,13.7,,1,0,,Football,I Don't Care,
Sanders,Jr,M,25,Jackson,MS,US,166,84,9.5,,,,0,20,,,34,90,1,1,67,,840,,0,No,0,Computer Science and Technology,2,,,Baseball,Pepsi,1
Hamlin,Blas,M,21,Jackson,MS,US,,78,10,2,0,2,1,,,3,,90,2,0,59,43,840,280,0,,,Chemistry,,0,Android,,I Don't Care,0
Kissanga,Diego,M,27,Kansas City,MO,US,,85,,3,0,2,,12,2,3.17,34,,4,,50,39,1560,320,1,No,,History,,0,Windows,Baseball,,6
Wilcox,Devante,M,28,Kansas City,MO,US,180,86,8.5,2,,,0,15,,2.33,33,,,0,44,64,1560,320,1,,7.9,Chemistry,2,1,,Football,Coca Cola,
Munoz,Valetty,F,23,Kansas City,MO,US,171,,8,,,1,0,17,1.5,2.67,,100,7,2,,63,1560,320,,No,8.2,,,0,Android,Football,,1
Grove,Cruz,M,29,Kansas City,MO,US,176,74,11.5,2,1,3,,,1.83,,26,70,5,0,56,66,,,1,No,13.5,Music,0,,,Football,I Don't Care,2
Tolentino,Brian,F,26,Kansas City,MO,US,,62,9,2,,1,,19,,2,23,,7,0,50,57,1560,320,0,,12.3,,1,1,Android,Football,I Don't Care,0
Friesen,Maria,F,26,Kansas City,MO,US,164,64,,2,1,,0,,2,2.33,28,60,,,,51,1560,,,,,Physics,1,,Android,Soccer,Coca Cola,0
Weston,Joshua,M,26,Kansas City,MO,US,,68,8.5,3,,2,0,16,1.5,2.33,32,0,3,1,,61,,320,,No,10.2,,,,,,I Don't Care,1
Moreno-Fonseca,Christia,F,27,Kansas City,MO,US,,77,,2,,3,,17,1.33,3.67,30,80,6,1,77,62,1560,320,0,No,,Music,0,0,,Basketball,,3
Askew,Christopher,M,22,Kansas City,MO,US,178,75,7,2,0,1,0,16,1.83,2.33,,0,4,0,65,70,,,0,No,,,0,0,Android,Basketball,,2
Ly,Joshua,M,26,Kansas City,MO,US,,,7.5,2,2,,2,14,,3.17,28,,5,1,,59,1560,320,,No,12.3,,0,0,Android,Football,,3
Xiong,Halloka,M,20,Kansas City,MO,US,178,82,,,,2,0,,2.33,,29,130,5,0,,,,320,0,No,,History,,0,,,I Don't Care,
Liston,Dallas,M,27,Kansas City,MO,US,179,90,,2,0,1,0,14,1.17,2.5,31,,5,0,,56,1560,320,0,No,12.9,Computer Science and Technology,,0,Android,,I Don't Care,4
Reyes,Purushka,F,19,Kansas City,MO,US,,74,7.5,2,0,3,0,13,1.33,2.33,51,100,3,0,60,54,1610,320,0,,0,Chemistry,,0,Android,Baseball,Coca Cola,0
Tiamfook,Jason,M,29,Kansas City,MO,US,176,,8,2,0,2,,12,1.17,,37,70,6,1,79,43,,50,,No,6.4,,0,,Android,Basketball,I Don't Care,4
Sengdara,Zachary,M,25,Kansas City,MO,US,168,,,2,0,3,0,14,1.67,2.17,,70,3,0,72,48,1560,320,1,No,,Geography,2,1,iOS,Soccer,,2
Gould,Megan,F,23,Kansas City,MO,US,,,,2,,2,,,1.67,,,0,2,1,46,,1560,320,0,No,13,Languages,1,0,,Football,Pepsi,
Klopp,Latiesha,F,19,Kansas City,MO,US,174,55,8.5,2,1,,0,,2.5,2.17,29,70,,1,58,53,1560,320,,No,0,,,0,Android,Soccer,,1
Sotelo,Molly,F,22,Kansas City,MO,US,171,78,,,0,1,0,,1.33,,36,60,5,,88,,,320,,No,0,,1,1,,Football,Pepsi,
Schultz,IV,F,31,Kansas City,MO,US,164,68,,2,0,2,0,20,,2.83,38,0,,0,59,78,980,,1,No,0,,1,0,,Basketball,I Don't Care,
Weber,Nidia,F,23,Kansas City,MO,US,164,,7.5,,0,,1,,1.83,2.33,23,80,4,,,55,1560,,,No,13.1,History,2,0,Windows,Football,I Don't Care,2
Robbins,talie,F,29,Kansas City,MO,US,167,,6.5,,0,1,2,,2.5,3,58,80,1,0,49,60,,,1,No,12.1,Geography,0,1,,Football,I Don't Care,2
Bierdeman,Chinguun,M,22,Kansas City,MO,US,,79,8.5,,,1,0,,2,,34,60,,0,63,60,1560,,0,,13.7,Drama,,1,,Baseball,I Don't Care,2
Suriwong,Joseph,M,21,Kansas City,MO,US,174,,,2,1,1,0,,1.5,2.17,35,,4,0,,62,,320,0,,3.3,Drama,0,0,Android,Basketball,Coca Cola,
Daubenspeck,Kasey,F,22,Kansas City,MO,US,154,,8,2,0,3,0,16,1.5,2.33,43,,7,0,90,51,1560,320,0,,,Music,0,0,,,I Don't Care,0
Martinez,Carly,F,24,Kansas City,MO,US,161,69,7.5,,2,2,0,18,1.5,2.17,28,,4,,57,75,1560,320,0,,13,,0,0,,,Pepsi,3
Wood,Marcela,F,22,Kansas City,MO,US,164,56,8,2,2,2,1,16,1,2.33,46,0,2,,,68,1560,320,0,No,0,,,0,,,Coca Cola,2
Santos,Elizabeth,F,22,Kansas City,MO,US,163,51,8.5,,0,,,16,1.83,2.17,34,70,,1,45,62,1560,,0,,0,Chemistry,0,,Android,,I Don't Care,7
Kurek,A,F,28,Kansas City,MO,US,163,,,,0,2,0,,1.33,2.33,31,90,4,1,83,71,1560,320,1,No,0,Music,1,1,,Baseball,Coca Cola,
Mcqueen-Rhodes,Marco,M,27,Kansas City,MO,US,,76,11,2,,1,1,13,,,27,90,9,2,53,50,,320,1,,12.6,Visual Arts,,1,,Football,,4
Solis,Sari,F,23,Kansas City,MO,US,166,56,9,2,0,,0,19,1.83,2,,80,,2,55,,,320,0,,15.8,Visual Arts,,0,,Baseball,,4
Estrada,Bernuy,F,26,Kansas City,MO,US,171,66,,2,0,5,0,13,1.67,2.83,,90,3,1,,42,,320,,No,13.9,Chemistry,,1,,,Pepsi,1
Patton,Mayra,F,24,Kansas City,MO,US,,60,7,2,,1,,18,1,,58,80,6,2,48,68,,,0,No,,Business,,0,Android,Football,Coca Cola,2
Pimentel,Sheela,F,18,Kansas City,MO,US,161,80,,,,1,,,,2.67,42,,4,0,61,,1560,,0,No,0,Visual Arts,2,0,Android,Hockey,,
Fay,Mary,F,27,Kansas City,MO,US,,74,,2,0,1,,,2.67,2.5,29,0,5,,78,65,1560,320,,No,,Physics,0,,,,I Don't Care,4
Guerrero,Jessica,F,18,Kansas City,MO,US,157,66,7,2,1,3,1,12,1.67,,42,,4,0,,77,1560,320,,,0,Business,0,,Android,Basketball,Pepsi,3
Deguzman,Gransee,M,19,Kansas City,MO,US,169,89,8,,0,1,0,13,1.83,2.67,35,70,5,,,68,1570,320,0,Somewhat,0,,2,0,,Basketball,Pepsi,2
Eeckhout,Mckenzie,F,21,Kansas City,MO,US,157,56,,2,0,1,,15,1.67,,,100,3,,68,,1560,320,,No,0,English,,,,,Pepsi,3
Kailasam,Kyler,M,26,Kansas City,MO,US,176,86,,2,,3,0,,1.17,1.67,,,5,1,70,,1560,320,1,No,13.5,,3,0,iOS,Football,Coca Cola,2
Iantorno,Marcel,M,25,Kansas City,MO,US,,90,8.5,2,,3,,18,,2.67,29,0,4,0,67,47,1560,320,0,,0,Chemistry,0,0,,Football,I Don't Care,1
Tenorio,Kathryn,F,23,Kansas City,MO,US,174,,6,,1,1,0,19,2.33,,,,6,1,,,,,,No,,History,0,0,Android,Soccer,I Don't Care,
Ochoa,Deesta,F,23,Kansas City,MO,US,164,71,,2,0,1,,17,1.17,,24,80,2,0,,48,,,0,No,12,,4,1,,,,1
Rodriguez,Morgan,F,25,Kansas City,MO,US,164,70,8,2,,1,0,,2,,43,,6,0,60,41,1560,320,0,No,9.8,Visual Arts,1,1,Android,Baseball,I Don't Care,3
Jurado-Angulo,Phyllis,F,26,Kansas City,MO,US,167,55,8.5,2,,,0,,1.83,,,90,,2,91,52,1560,320,,Somewhat,,,1,0,,Football,Coca Cola,1
nda,Rolf,M,21,Kansas City,MO,US,,89,10.5,2,0,3,0,15,1.67,2.83,51,,,0,,61,1560,320,0,No,0,Visual Arts,,0,Android,Basketball,Pepsi,1
Mmopi,than,M,27,Kansas City,MO,US,,,8.5,2,0,1,0,,,,18,0,4,0,82,,,,1,,0,,1,0,Android,Basketball,Coca Cola,2
Velazquez,Ramirez,F,26,Kansas City,MO,US,166,72,8,,1,1,1,19,1.33,2,,,6,1,50,,1560,320,0,No,,,1,0,,Basketball,I Don't Care,0
Saiz,Cameron,M,25,Kansas City,MO,US,176,80,10,2,0,,0,15,,2.33,32,,6,,40,,1560,,,No,9.5,Physics,0,,Android,,Pepsi,3
Durley,Alec,M,25,Kansas City,MO,US,179,70,8.5,2,,1,1,19,1.67,1.5,22,,2,,56,52,,320,1,No,0,Business,2,0,Android,,I Don't Care,1
Lara,Shaquell,F,22,Kansas City,MO,US,,64,9,2,,,0,16,,1.83,33,90,3,,48,49,1560,320,0,,4.7,Math,2,1,Android,Basketball,Pepsi,2
Wellington,Ngirchoeang,M,23,Kansas City,MO,US,,,9.5,2,0,2,0,,,3.33,33,70,2,1,64,,1560,320,0,,,Chemistry,,0,Android,Football,I Don't Care,0
Jones,Juan,M,26,Kansas City,MO,US,162,,7,3,2,1,0,,1.17,,,0,,1,64,63,1730,320,,No,,Music,0,0,Android,Hockey,Pepsi,2
Esquibel,Juwon,F,24,Kansas City,MO,US,162,68,,2,0,,0,18,1.5,1.33,,,,,41,60,1560,320,0,No,6.5,Business,3,,Android,Basketball,I Don't Care,0
Nelson,David,M,36,Kansas City,MO,US,172,92,11,2,0,1,,,,,42,80,,,58,43,1520,140,,No,8.7,,0,1,Android,Football,,0
Sutton,Ezekiel,M,22,Kansas City,MO,US,181,,,2,1,1,0,,1.67,3,27,,1,0,,,1560,320,0,,9.5,Chemistry,0,1,Android,Basketball,I Don't Care,
Pe,Tilden,M,24,Kansas City,MO,US,189,80,7.5,2,0,1,,17,1.83,2.83,,,4,1,,65,,320,,No,0,,0,1,,,Pepsi,2
Bozmans,James,M,23,Kansas City,MO,US,175,,9,2,0,,0,17,1.67,,64,,2,0,41,68,1560,,,No,11,History,0,0,Android,Football,I Don't Care,4
Hamner,Sandora,F,25,Kansas City,MO,US,,79,,2,1,1,0,13,2,,26,0,,1,55,,1560,320,0,,10.8,,,0,Android,Basketball,Coca Cola,2
Williams-Bierman,Sergio,M,25,Kansas City,MO,US,,78,,,0,1,,16,1.33,3.17,36,,0,,,56,,,0,No,0,Geography,0,0,Android,Soccer,Coca Cola,1
Gomez,Alhan,F,24,Kansas City,MO,US,,73,7.5,2,,,,17,1.17,3,36,,5,1,42,,1560,,0,No,0,English,0,,,Football,I Don't Care,
Vera,Dakota,F,27,Kansas City,MO,US,,49,7.5,2,0,1,0,17,1,2.33,,90,2,1,27,52,1900,320,0,,6.2,Geography,2,0,Android,Soccer,Coca Cola,2
Ferndez,Khadija,F,24,Kansas City,MO,US,,68,9,,,,0,18,1.5,3,,,,2,64,,1560,320,1,No,0,Chemistry,1,0,,Soccer,Coca Cola,5
Moyer,Brittany,F,21,Kansas City,MO,US,175,69,6,,,1,0,,1.33,2.33,,,2,1,63,,1560,320,,No,0,History,,0,Android,Baseball,Pepsi,1
Graves,Gabrielle,F,28,Kansas City,MO,US,173,63,7,2,,,2,,1,3.33,25,,4,2,79,61,,320,0,No,8.7,Business,1,0,,,,1
Sayavong,Filipe,M,25,Kansas City,MO,US,,,10.5,2,0,2,0,14,1.33,2.5,32,50,5,1,47,71,1560,320,,,7.9,History,3,1,Android,Basketball,Coca Cola,2
Gonzalez,Elizabeth,F,20,Kansas City,MO,US,173,86,,2,1,,,14,,2.83,30,,3,0,46,,1560,320,0,,,,0,,Blackberry,,Coca Cola,2
Miller,Geovanni,M,24,Kansas City,MO,US,,,12.5,,0,,0,17,,,33,,2,0,40,,1560,320,0,Somewhat,,Geography,1,1,,Football,,2
Southall,Mackenzie,M,23,Kansas City,MO,US,181,68,8.5,2,0,1,0,18,1.83,2.33,25,90,2,2,57,,1560,320,0,,10.3,English,1,0,Android,Hockey,Pepsi,
Moses,Sabri,F,30,Kansas City,MO,US,155,72,,2,0,1,,14,2.5,,37,,2,0,54,62,1360,140,,,9.4,,2,,iOS,,Pepsi,1
Ambriz,Kya,F,25,Kansas City,MO,US,166,71,8,2,,,,19,1,,46,50,3,,76,56,1560,320,0,No,11.4,,0,0,Android,Basketball,,1
Luqman,Michael,M,24,Kansas City,MO,US,168,,9.5,2,0,1,,,1.5,3,,0,,1,78,47,1560,320,1,No,,,0,0,Android,,Coca Cola,2
Pulliam,Hunter,M,23,Kansas City,MO,US,162,79,,3,1,,0,15,1.33,3,30,,5,0,56,53,1560,,0,No,13.1,,0,1,Android,Basketball,I Don't Care,2
Bourbeau,Michelle,F,23,Kansas City,MO,US,159,74,9,2,2,2,0,14,1.83,,41,0,,0,,,1770,,,No,8.5,Geography,0,0,,Football,I Don't Care,0
Valles-Aguilera,Domisha,F,22,Kansas City,MO,US,173,46,6,,0,1,0,,1.5,3.17,41,0,5,1,33,59,1560,330,0,No,9.8,Visual Arts,1,1,iOS,Basketball,I Don't Care,2
Torres,Ashley,F,21,Kansas City,MO,US,159,,9.5,,0,1,0,,,2.5,56,,0,,63,72,1560,320,0,No,,Music,0,0,Android,,,1
Conway,Valeria,F,21,Kansas City,MO,US,166,,8.5,2,1,1,,15,2.33,3,,90,7,0,58,56,1660,320,,No,0,Drama,1,0,Android,Football,I Don't Care,3
Passafiume,Allison,F,19,Kansas City,MO,US,157,,8,,1,,,13,1.83,3,35,,2,0,61,40,,320,,,0,English,1,,Android,Football,I Don't Care,
Huebner,Nicole,F,25,Kansas City,MO,US,164,69,,2,,1,0,,,3.33,42,90,5,,,67,1620,320,1,No,9.7,Chemistry,0,1,,Soccer,,
Klem,Taylor,F,26,Kansas City,MO,US,174,73,,2,,1,,14,1.83,,,0,1,0,47,64,1560,320,0,No,,Geography,0,1,Android,Basketball,Pepsi,
Suarez,Kenndi,F,24,Kansas City,MO,US,165,57,7.5,,0,2,0,14,,3,42,,3,0,44,60,,,1,No,9.3,Music,,1,Blackberry,Basketball,Pepsi,2
Shrestha,John,M,18,Kansas City,MO,US,,82,,2,2,,0,12,,,28,70,3,,,49,1660,320,0,No,0,Chemistry,0,0,Android,Basketball,Coca Cola,2
Tse,Kameron,M,20,Kansas City,MO,US,,78,8,3,,1,0,,,2.17,36,0,3,3,75,,1910,,0,No,,Math,2,0,Android,Basketball,,2
Martinez,Silbret,F,27,Kansas City,MO,US,157,56,7,,,2,0,17,1.67,,40,100,4,0,73,46,,320,1,No,0,Drama,0,0,Android,Football,Coca Cola,2
Spires,Bradley,M,26,Kansas City,MO,US,174,81,8.5,2,1,1,0,16,2,2.5,12,0,4,1,62,54,1560,,1,No,,Visual Arts,0,0,,Basketball,I Don't Care,2
Cho,Jason,M,28,Kansas City,MO,US,191,66,7.5,2,0,1,,,1.83,2.83,27,0,2,,48,43,1790,320,0,No,10.7,Computer Science and Technology,4,0,,Soccer,,2
Cooper,Alvi,F,26,Kansas City,MO,US,,,,2,1,1,0,13,0.83,2.83,25,90,,3,59,64,1560,320,0,No,0,Languages,0,0,Android,,,2
Vockel,Maria,F,30,Kansas City,MO,US,165,62,5,,0,2,0,13,1.17,3.33,29,100,5,,,57,,80,0,No,0,Business,3,,iOS,,Pepsi,
Berry,Christopher,M,18,Kansas City,MO,US,183,67,10,2,0,3,0,12,2,,25,0,4,1,,,1560,320,0,No,,Geography,0,0,,Basketball,Coca Cola,1
Watkins,Aaron,M,24,Kansas City,MO,US,175,83,,,0,1,0,17,1.67,2.67,33,0,4,1,41,72,,320,0,No,,Visual Arts,,0,Android,,I Don't Care,1
Lefaire,Ernesto,M,27,Kansas City,MO,US,186,,11,,,2,0,,2,2.67,28,0,4,2,67,64,1560,320,,No,,Math,1,0,,Football,I Don't Care,
Perdue,Spring,F,23,Kansas City,MO,US,162,64,7,,0,2,0,,1.83,3,37,120,6,,61,63,,320,0,,,English,,0,iOS,Basketball,I Don't Care,1
Creel,Ander,M,29,Kansas City,MO,US,,,8.5,3,1,1,0,14,1.5,2.67,,80,6,,,43,1490,70,0,Somewhat,10.8,,1,1,Android,,I Don't Care,1
itaqi,Korey,M,26,Kansas City,MO,US,,87,,,1,3,0,16,,,15,0,,1,58,57,1820,320,,No,9.5,Computer Science and Technology,1,,,Football,Pepsi,
Olguin-Manriquez,Me,F,18,Kansas City,MO,US,168,66,,2,0,,,,,,45,60,4,,31,,1560,320,0,No,0,Languages,0,0,Android,Soccer,I Don't Care,1
Herndez,An,F,21,Kansas City,MO,US,160,,8,2,0,2,0,15,1.5,2.5,,,4,2,55,66,,,0,No,0,Physics,,0,Android,,I Don't Care,1
Nelson,Jaquelin,F,23,Kansas City,MO,US,160,70,8.5,4,1,1,0,17,1.33,2.67,,0,5,,,66,1560,,,Somewhat,,Computer Science and Technology,0,0,,Football,Coca Cola,5
Gonzalez,Malei'Ka,F,26,Kansas City,MO,US,165,77,,2,1,,0,,2,3,33,80,4,,,69,1560,,0,No,,Physics,0,,Android,Soccer,,0
Stark,Maria,F,26,Kansas City,MO,US,164,,6.5,2,0,1,,15,1.83,,27,,0,,68,60,1560,,1,No,10.8,Physics,1,1,,,,
Taylor,Giovanni,M,21,Kansas City,MO,US,175,86,9.5,,0,2,0,,2,2.33,27,110,,,73,76,1560,320,0,,0,Languages,0,0,Android,Football,Pepsi,
Meno,Maurice,M,23,Kansas City,MO,US,164,,9.5,4,,1,0,14,1.67,2.33,25,0,4,0,,58,,320,0,No,12.2,Business,1,1,,Football,Pepsi,
Rasmussen,Mayra,F,27,Kansas City,MO,US,172,63,,2,1,2,,17,1.67,2.67,36,70,3,0,,,1560,320,1,No,9.9,Drama,0,,,Football,Pepsi,2
Chen,Milo,M,20,Kansas City,MO,US,169,82,10.5,2,1,2,0,14,,2.83,,110,,,59,,,320,0,,3.2,Visual Arts,4,0,,Soccer,I Don't Care,
Zamora,Angelica,F,25,Kansas City,MO,US,,,6,,0,1,0,15,1.83,2,,70,3,1,59,54,,320,0,,9.9,Physics,0,0,,Basketball,I Don't Care,
Leon,Rita,F,26,Billings,MT,US,165,72,7,,0,2,0,,1.67,,36,70,2,,,74,840,280,1,,0,Drama,,0,,Soccer,Pepsi,4
Kramer,Rebecca,F,28,Billings,MT,US,165,54,9,,1,,0,19,,3.17,46,0,5,2,,57,,280,0,Somewhat,0,Biology,1,0,,Football,Pepsi,
Youngman,Sarah,F,27,Billings,MT,US,,,7,2,0,4,0,,0.83,,,,0,0,47,61,840,280,,No,,Visual Arts,,,Android,Baseball,Pepsi,2
Kariem,Juan,M,24,Billings,MT,US,,63,8.5,2,2,2,0,13,1.83,2.5,22,0,2,1,,54,840,,1,No,0,PhysEd,,,Android,,,
Tran,Jeffrey,M,26,Billings,MT,US,174,72,11,2,,3,,20,2,2.67,,60,4,2,26,64,840,,1,Somewhat,9,Biology,,0,Android,,Coca Cola,
Henry,Othell,M,25,Billings,MT,US,180,69,9,3,,2,0,17,0.67,,46,40,5,,,,860,280,0,,8.9,,1,,,Basketball,,2
Morris,Rachel,F,19,Billings,MT,US,166,70,7,2,,2,0,,,3,24,,0,,,30,840,280,0,Somewhat,4.4,Biology,,,Android,Baseball,I Don't Care,1
Ingram,Eduardo,M,19,Billings,MT,US,,75,,2,,1,0,13,1.83,,40,70,,1,39,60,890,280,0,,0,Geography,,0,,,Pepsi,4
